DATE,SOURCE,BUYER,SECTOR,TITLE,VALUE,NUM_SUPPLIERS,SUPPLIER,DESCRIPTION
01 Nov 2019,Contracts Finder,South East Consortium,CONSTRUCTION,Internal & External Building Works Framework,£0-£100M,37,Mulalley,"South East Consortium are tendering a framework for Internal and External Building Works.

The framework is split into 6 different Lots covering Major Refurbishments, Kitchens & Bathrooms, Windows & Doors, Roofing, Electrical Works and Cyclical Decorations.Tenderers are able to apply for either Lot 1a or 1b and up to 3 other lots, (maximum of 4 lots).

If you are applying for more than one lot only one set of quality responses will be required."
01 Nov 2019,Contracts Finder,South East Consortium,CONSTRUCTION,Internal & External Building Works Framework,£0-£100M,37,Kier Services,"South East Consortium are tendering a framework for Internal and External Building Works.

The framework is split into 6 different Lots covering Major Refurbishments, Kitchens & Bathrooms, Windows & Doors, Roofing, Electrical Works and Cyclical Decorations.Tenderers are able to apply for either Lot 1a or 1b and up to 3 other lots, (maximum of 4 lots).

If you are applying for more than one lot only one set of quality responses will be required."
01 Nov 2019,Contracts Finder,South East Consortium,CONSTRUCTION,Internal & External Building Works Framework,£0-£100M,37,Smith & Byford,"South East Consortium are tendering a framework for Internal and External Building Works.

The framework is split into 6 different Lots covering Major Refurbishments, Kitchens & Bathrooms, Windows & Doors, Roofing, Electrical Works and Cyclical Decorations.Tenderers are able to apply for either Lot 1a or 1b and up to 3 other lots, (maximum of 4 lots).

If you are applying for more than one lot only one set of quality responses will be required."
01 Nov 2019,Contracts Finder,South East Consortium,CONSTRUCTION,Internal & External Building Works Framework,£0-£100M,37,CLC Contractors,"South East Consortium are tendering a framework for Internal and External Building Works.

The framework is split into 6 different Lots covering Major Refurbishments, Kitchens & Bathrooms, Windows & Doors, Roofing, Electrical Works and Cyclical Decorations.Tenderers are able to apply for either Lot 1a or 1b and up to 3 other lots, (maximum of 4 lots).

If you are applying for more than one lot only one set of quality responses will be required."
01 Nov 2019,Contracts Finder,South East Consortium,CONSTRUCTION,Internal & External Building Works Framework,£0-£100M,37,DW Support Services,"South East Consortium are tendering a framework for Internal and External Building Works.

The framework is split into 6 different Lots covering Major Refurbishments, Kitchens & Bathrooms, Windows & Doors, Roofing, Electrical Works and Cyclical Decorations.Tenderers are able to apply for either Lot 1a or 1b and up to 3 other lots, (maximum of 4 lots).

If you are applying for more than one lot only one set of quality responses will be required."
01 Nov 2019,Contracts Finder,South East Consortium,CONSTRUCTION,Internal & External Building Works Framework,£0-£100M,37,Chigwell Construction,"South East Consortium are tendering a framework for Internal and External Building Works.

The framework is split into 6 different Lots covering Major Refurbishments, Kitchens & Bathrooms, Windows & Doors, Roofing, Electrical Works and Cyclical Decorations.Tenderers are able to apply for either Lot 1a or 1b and up to 3 other lots, (maximum of 4 lots).

If you are applying for more than one lot only one set of quality responses will be required."
01 Nov 2019,Contracts Finder,South East Consortium,CONSTRUCTION,Internal & External Building Works Framework,£0-£100M,37,Etec Contract Services,"South East Consortium are tendering a framework for Internal and External Building Works.

The framework is split into 6 different Lots covering Major Refurbishments, Kitchens & Bathrooms, Windows & Doors, Roofing, Electrical Works and Cyclical Decorations.Tenderers are able to apply for either Lot 1a or 1b and up to 3 other lots, (maximum of 4 lots).

If you are applying for more than one lot only one set of quality responses will be required."
01 Nov 2019,Contracts Finder,South East Consortium,CONSTRUCTION,Internal & External Building Works Framework,£0-£100M,37,TMN Contractors,"South East Consortium are tendering a framework for Internal and External Building Works.

The framework is split into 6 different Lots covering Major Refurbishments, Kitchens & Bathrooms, Windows & Doors, Roofing, Electrical Works and Cyclical Decorations.Tenderers are able to apply for either Lot 1a or 1b and up to 3 other lots, (maximum of 4 lots).

If you are applying for more than one lot only one set of quality responses will be required."
01 Nov 2019,Contracts Finder,South East Consortium,CONSTRUCTION,Internal & External Building Works Framework,£0-£100M,37,Liberty Gas Group,"South East Consortium are tendering a framework for Internal and External Building Works.

The framework is split into 6 different Lots covering Major Refurbishments, Kitchens & Bathrooms, Windows & Doors, Roofing, Electrical Works and Cyclical Decorations.Tenderers are able to apply for either Lot 1a or 1b and up to 3 other lots, (maximum of 4 lots).

If you are applying for more than one lot only one set of quality responses will be required."
01 Nov 2019,Contracts Finder,South East Consortium,CONSTRUCTION,Internal & External Building Works Framework,£0-£100M,37,Bell Decorating Group,"South East Consortium are tendering a framework for Internal and External Building Works.

The framework is split into 6 different Lots covering Major Refurbishments, Kitchens & Bathrooms, Windows & Doors, Roofing, Electrical Works and Cyclical Decorations.Tenderers are able to apply for either Lot 1a or 1b and up to 3 other lots, (maximum of 4 lots).

If you are applying for more than one lot only one set of quality responses will be required."
01 Nov 2019,Contracts Finder,South East Consortium,CONSTRUCTION,Internal & External Building Works Framework,£0-£100M,37,Axis Europe,"South East Consortium are tendering a framework for Internal and External Building Works.

The framework is split into 6 different Lots covering Major Refurbishments, Kitchens & Bathrooms, Windows & Doors, Roofing, Electrical Works and Cyclical Decorations.Tenderers are able to apply for either Lot 1a or 1b and up to 3 other lots, (maximum of 4 lots).

If you are applying for more than one lot only one set of quality responses will be required."
01 Nov 2019,Contracts Finder,South East Consortium,CONSTRUCTION,Internal & External Building Works Framework,£0-£100M,37,NRT Electrical Registered as Nrtbuilding Services Group,"South East Consortium are tendering a framework for Internal and External Building Works.

The framework is split into 6 different Lots covering Major Refurbishments, Kitchens & Bathrooms, Windows & Doors, Roofing, Electrical Works and Cyclical Decorations.Tenderers are able to apply for either Lot 1a or 1b and up to 3 other lots, (maximum of 4 lots).

If you are applying for more than one lot only one set of quality responses will be required."
01 Nov 2019,Contracts Finder,South East Consortium,CONSTRUCTION,Internal & External Building Works Framework,£0-£100M,37,Aaron Services,"South East Consortium are tendering a framework for Internal and External Building Works.

The framework is split into 6 different Lots covering Major Refurbishments, Kitchens & Bathrooms, Windows & Doors, Roofing, Electrical Works and Cyclical Decorations.Tenderers are able to apply for either Lot 1a or 1b and up to 3 other lots, (maximum of 4 lots).

If you are applying for more than one lot only one set of quality responses will be required."
01 Nov 2019,Contracts Finder,South East Consortium,CONSTRUCTION,Internal & External Building Works Framework,£0-£100M,37,Pilon,"South East Consortium are tendering a framework for Internal and External Building Works.

The framework is split into 6 different Lots covering Major Refurbishments, Kitchens & Bathrooms, Windows & Doors, Roofing, Electrical Works and Cyclical Decorations.Tenderers are able to apply for either Lot 1a or 1b and up to 3 other lots, (maximum of 4 lots).

If you are applying for more than one lot only one set of quality responses will be required."
01 Nov 2019,Contracts Finder,South East Consortium,CONSTRUCTION,Internal & External Building Works Framework,£0-£100M,37,United Living,"South East Consortium are tendering a framework for Internal and External Building Works.

The framework is split into 6 different Lots covering Major Refurbishments, Kitchens & Bathrooms, Windows & Doors, Roofing, Electrical Works and Cyclical Decorations.Tenderers are able to apply for either Lot 1a or 1b and up to 3 other lots, (maximum of 4 lots).

If you are applying for more than one lot only one set of quality responses will be required."
01 Nov 2019,Contracts Finder,South East Consortium,CONSTRUCTION,Internal & External Building Works Framework,£0-£100M,37,Wiggett,"South East Consortium are tendering a framework for Internal and External Building Works.

The framework is split into 6 different Lots covering Major Refurbishments, Kitchens & Bathrooms, Windows & Doors, Roofing, Electrical Works and Cyclical Decorations.Tenderers are able to apply for either Lot 1a or 1b and up to 3 other lots, (maximum of 4 lots).

If you are applying for more than one lot only one set of quality responses will be required."
01 Nov 2019,Contracts Finder,South East Consortium,CONSTRUCTION,Internal & External Building Works Framework,£0-£100M,37,Avonside Roofing,"South East Consortium are tendering a framework for Internal and External Building Works.

The framework is split into 6 different Lots covering Major Refurbishments, Kitchens & Bathrooms, Windows & Doors, Roofing, Electrical Works and Cyclical Decorations.Tenderers are able to apply for either Lot 1a or 1b and up to 3 other lots, (maximum of 4 lots).

If you are applying for more than one lot only one set of quality responses will be required."
01 Nov 2019,Contracts Finder,South East Consortium,CONSTRUCTION,Internal & External Building Works Framework,£0-£100M,37,Osborne Property Services,"South East Consortium are tendering a framework for Internal and External Building Works.

The framework is split into 6 different Lots covering Major Refurbishments, Kitchens & Bathrooms, Windows & Doors, Roofing, Electrical Works and Cyclical Decorations.Tenderers are able to apply for either Lot 1a or 1b and up to 3 other lots, (maximum of 4 lots).

If you are applying for more than one lot only one set of quality responses will be required."
01 Nov 2019,Contracts Finder,South East Consortium,CONSTRUCTION,Internal & External Building Works Framework,£0-£100M,37,Ser Contractor,"South East Consortium are tendering a framework for Internal and External Building Works.

The framework is split into 6 different Lots covering Major Refurbishments, Kitchens & Bathrooms, Windows & Doors, Roofing, Electrical Works and Cyclical Decorations.Tenderers are able to apply for either Lot 1a or 1b and up to 3 other lots, (maximum of 4 lots).

If you are applying for more than one lot only one set of quality responses will be required."
01 Nov 2019,Contracts Finder,South East Consortium,CONSTRUCTION,Internal & External Building Works Framework,£0-£100M,37,Wates Living Space,"South East Consortium are tendering a framework for Internal and External Building Works.

The framework is split into 6 different Lots covering Major Refurbishments, Kitchens & Bathrooms, Windows & Doors, Roofing, Electrical Works and Cyclical Decorations.Tenderers are able to apply for either Lot 1a or 1b and up to 3 other lots, (maximum of 4 lots).

If you are applying for more than one lot only one set of quality responses will be required."
01 Nov 2019,Contracts Finder,South East Consortium,CONSTRUCTION,Internal & External Building Works Framework,£0-£100M,37,Breyer Group,"South East Consortium are tendering a framework for Internal and External Building Works.

The framework is split into 6 different Lots covering Major Refurbishments, Kitchens & Bathrooms, Windows & Doors, Roofing, Electrical Works and Cyclical Decorations.Tenderers are able to apply for either Lot 1a or 1b and up to 3 other lots, (maximum of 4 lots).

If you are applying for more than one lot only one set of quality responses will be required."
01 Nov 2019,Contracts Finder,South East Consortium,CONSTRUCTION,Internal & External Building Works Framework,£0-£100M,37,Greyline Builders,"South East Consortium are tendering a framework for Internal and External Building Works.

The framework is split into 6 different Lots covering Major Refurbishments, Kitchens & Bathrooms, Windows & Doors, Roofing, Electrical Works and Cyclical Decorations.Tenderers are able to apply for either Lot 1a or 1b and up to 3 other lots, (maximum of 4 lots).

If you are applying for more than one lot only one set of quality responses will be required."
01 Nov 2019,Contracts Finder,South East Consortium,CONSTRUCTION,Internal & External Building Works Framework,£0-£100M,37,Redec Refurbishment,"South East Consortium are tendering a framework for Internal and External Building Works.

The framework is split into 6 different Lots covering Major Refurbishments, Kitchens & Bathrooms, Windows & Doors, Roofing, Electrical Works and Cyclical Decorations.Tenderers are able to apply for either Lot 1a or 1b and up to 3 other lots, (maximum of 4 lots).

If you are applying for more than one lot only one set of quality responses will be required."
01 Nov 2019,Contracts Finder,South East Consortium,CONSTRUCTION,Internal & External Building Works Framework,£0-£100M,37,Niblock Building Contractors,"South East Consortium are tendering a framework for Internal and External Building Works.

The framework is split into 6 different Lots covering Major Refurbishments, Kitchens & Bathrooms, Windows & Doors, Roofing, Electrical Works and Cyclical Decorations.Tenderers are able to apply for either Lot 1a or 1b and up to 3 other lots, (maximum of 4 lots).

If you are applying for more than one lot only one set of quality responses will be required."
01 Nov 2019,Contracts Finder,South East Consortium,CONSTRUCTION,Internal & External Building Works Framework,£0-£100M,37,Ad Construction Group Architectural Decorators,"South East Consortium are tendering a framework for Internal and External Building Works.

The framework is split into 6 different Lots covering Major Refurbishments, Kitchens & Bathrooms, Windows & Doors, Roofing, Electrical Works and Cyclical Decorations.Tenderers are able to apply for either Lot 1a or 1b and up to 3 other lots, (maximum of 4 lots).

If you are applying for more than one lot only one set of quality responses will be required."
01 Nov 2019,Contracts Finder,MOD,TRANSPORT,Delivery of Platform Support to Maintain the Capability of MOD Boats - Inflatables,£0-£2M,1,Marine Specialised Technology,Deliver platform support to maintain the capability provided by current inflatable boats
01 Nov 2019,Contracts Finder,MOD,TRANSPORT,Delivery of Platform Support to Maintain the Capability of MOD Boats - Royal Marines (RM) Tamar,£0-£5M,1,Griffon Hoverwork,Deliver platform support to maintain the capability of MOD Boats operated from Royal Marines Tamar
01 Nov 2019,Contracts Finder,MOD,TRANSPORT,Delivery of Platform Support to Maintain the Capability of MOD Boats - Faslane,£0-£5M,1,Holyhead Marine Services,Deliver platform support to maintain the capability of MOD Boats that support operations from HMNB Clyde
01 Nov 2019,Contracts Finder,MOD,TRANSPORT,Delivery of Platform Support to Maintain the Capability of MOD Boats - Diving,£0-£6M,1,Marine Specialised Technology,Deliver platform support to maintain the capability of MOD Boats which support diving operations
01 Nov 2019,Contracts Finder,MOD,TRANSPORT,Delivery of Platform Support to Maintain the Capability of MOD Boats - Overseas,£0-£11M,1,Devonport Royal Dockyard,Deliver platform support to maintain the capability of MOD Boats permanently based outside the UK
01 Nov 2019,Contracts Finder,MOD,TRANSPORT,Delivery of Platform Support to Maintain the Capability of MOD Boats - Army,£0-£19M,1,BAE Systems Surface Ships,Deliver platform support to maintain the capability of MOD Boats operated by Army units
01 Nov 2019,Contracts Finder,MOD,TRANSPORT,Delivery of Platform Support to Maintain the Capability of MOD Boats - 4th Line Training,£0-£20M,1,Devonport Royal Dockyard,"Deliver platform support to maintain the capability of MOD Boats that provide fourth line training, including adventurous training and the cadets"
01 Nov 2019,Contracts Finder,MOD,TRANSPORT,Delivery of Platform Support to Maintain the Capability of MOD Boats - 2nd Line Training,£0-£20M,1,Devonport Royal Dockyard,"Deliver platform support to maintain the capability of MOD Boats that provide second line training, including initial training for ratings and officers"
01 Nov 2019,Contracts Finder,MOD,TRANSPORT,Delivery of Platform Support to Maintain the Capability of MOD Boats - Ministry of Defence Police (MDP),£0-£28M,1,BAE Systems Surface Ships,Deliver platform support to maintain the capability of MOD Boats operated by MOD Police
01 Nov 2019,Contracts Finder,MOD,TRANSPORT,Delivery of Platform Support to Maintain the Capability of MOD Boats - Royal Marines (RM) Poole,£0-£35M,1,BAE Systems Surface Ships,Deliver platform support to maintain the capability of MOD Boats operated from Royal Marines Poole
01 Nov 2019,Contracts Finder,MOD,TRANSPORT,Delivery of Platform Support to Maintain the Capability of MOD Boats - Royal Navy (RN) / Royal Fleet Auxiliary (RFA),£0-£37M,1,BAE Systems Surface Ships,Deliver platform support to maintain the capability of MOD Boats used for deployment on board Royal Navy and Royal Fleet Auxiliary platforms
01 Nov 2019,Contracts Finder,L&Q Construction,FACILITY,London and Quadrant Housing Trust - Carpet (Manufacturers) Framework 2019 - 2023 - AWARD,£0-£10M,1,Abingdon Flooring,"London and Quadrant Housing Trust and its subsidiary Quadrant Construction Services are one of the largest providers of affordable housing in the UK, housing over 250,000 people in more than 95,000 homes, primarily across London and the South East of England. London and Quadrant Housing Trust are tendering for the provision of Carpet (Manufacturers) Framework 2019 - 2023 for London and Quadrant's Self Delivered New Build Projects to comply with the Public Contracts regulations 2015. The objective of this tender process is to establish a Framework Agreement with the tenderers and London and Quadrant Housing Trust. The dates and contract value are estimates and could be subject to change. This is tender is for Manufacturers only. Rebates will be required.

This is a two stage tender and both stages adhere to the time-scales as prescribed within the Public Contracts Regulations 2015 for Restricted OJEU Tenders.

Stage 1: Selection Stage"
01 Nov 2019,Contracts Finder,Leeds University,TECHNOLOGY,Supply & Installation of an application Platform as a Service with ITSM applications,£0-£1M,1,DXC Fruition,Supply and Installation of an application Platform as a Service solution with ITSM applications
01 Nov 2019,Contracts Finder,Bournemouth Christchurch & Poole Council,TECHNOLOGY,"Wide Area Network, Internet Connectivity and Microsoft Express Route for BCP Council",£0-£1M,1,MLL Telecom,"Bournemouth Christchurch and Poole Council require a single supplier to implement a Wide Area Network (WAN), Internet Breakout Connectivity, Microsoft Express Route and supporting services across 83 locations in Bournemouth Christchurch and Poole.

The supplier will be required to provide all software, hardware, connectivity, configuration and support to meet the Council's requirements for the provision of the WAN. The Council requires all 83 connections to be installed by the end of April 2021. It is essential that the supplier delivers a flexible service, with emphasis on scalability to meet the future IT requirements and service provision of BCP Council."
01 Nov 2019,Contracts Finder,Olga Chernick,TECHNOLOGY,GB-Glasgow: Workday ERP Implementation Continuation,£0-£2M,1,Kainos Worksmart,Workday ERP Implementation Continuation
01 Nov 2019,Contracts Finder,Department of Health,TECHNOLOGY,"Implementation and service management for delivery of Corporate Services Improvement Programme (CSIP) technology element Note: Published for completeness, see description for details",£0-£4M,1,Hitachi Solutions Europe,"Hitachi are to install, configure and implement software (Power Bi) and AX Dynamics for reporting, integrating with Bravo Solution.

Part of the CSIP programme for change.

This contract award was not published at the time of award.

It has been published for transparency purposes to provide a record of existing departmental contracts."
01 Nov 2019,Contracts Finder,Ministry of Justice,TECHNOLOGY,Crime Programme Agile Back End Development Services,£0-£7M,1,Scrumconnect,HMCTS CJSCP Agile Back End Development Services
01 Nov 2019,Contracts Finder,Department of Health,TECHNOLOGY,Provision of National Institute for Health Research Information Systems Function,£0-£8M,1,PA Consulting Services,"National Institute for Health Research

(NIHR) Information Systems"
01 Nov 2019,Contracts Finder,Department of Health,TECHNOLOGY,"IMS3 Open Service Note: Published for completeness, see description for details",£0-£106M,1,Atos IT Services,"IMS3 Contract for the Provision of Information Management Services - Core & Project Services Note: Published for completeness, see description for details

This contract award was not published at the time of award.

It has been published for transparency purposes to provide a record of existing departmental contracts., and this contract award predates the launch of this current version of Contracts Finder.

It has been published for transparency purposes to provide a record of existing departmental contracts."
01 Nov 2019,Contracts Finder,Sutton Housing Partnership,BUSINESS,Temporary Recruitment Management Service,£3M,1,Morgan Hunt,"We are now seeking quotations from suitably qualified organisations for the provision of SHP is seeking a Service Provider with proven experience of managing temporary recruitment within social housing, social housing maintenance sectors and specialised support services.

The Service Provider will be required to deliver a temporary recruitment solution that:

Provides quality candidates for temporary roles excluding fixed term and senior roles

Ensures candidates meet minimum screening criteria for roles

Requires the supplier to manage the supply chain on behalf of SHP

Is cost effective, competitive and within SHPs budgetary constraints and adheres to salary pay bands

Complies to Service Level Agreements at all times

Adheres to relevant legislation as appropriate to the role and all legal requirements in the UK

More information is available in the tender document."
01 Nov 2019,Contracts Finder,Department of Health,BUSINESS,"Healthy Start Issuing Unit Note: Published for completeness, see description for details",£0-£12M,1,Serco,"Issuing of vouchers, to low income families, which can be exchanged for fresh or frozen fruit or vegetables, milk and milk formula Note: Published for completeness, see description for details

This contract award was not published at the time of award.

It has been published for transparency purposes to provide a record of existing departmental contracts., and this contract award predates the launch of this current version of Contracts Finder.

It has been published for transparency purposes to provide a record of existing departmental contracts."
01 Nov 2019,Contracts Finder,Department of Health,BUSINESS,"Clinical Research Network Coordinating Centre (CRNCC) Note: Published for completeness, see description for details",£90M-£141M,1,Leeds University of,"National Institute for Health Research (NIHR) Clinical Research Network Co-ordinating Centre

(CRNCC) Note: Published for completeness, see description for details This contract award was not published at the time of award. It has been published for transparency purposes to provide a record of existing departmental contracts."
01 Nov 2019,Contracts Finder,Ministry of Justice,DEFENCE,Electronic Monitoring Monitoring and Mapping and Related Services,£0-£10M,1,Airbus Defence & Space,"The Ministry of Justice awarded a contract to supply electronic monitoring services including infrastructure, hardware and software, capable of monitoring a subject's curfew, location and/or exclusion or inclusion from single or multiple areas as directed by the Authority.

The initial term of the contract is 36 months with options to further extend by 12 + 12 + 12 months (total potential duration of the contract is 72 months)."
01 Nov 2019,Contracts Finder,NHS Leeds CCG,HEALTH,NHS Leeds CCG Community Chronic Pain Service,£0-£2M,1,Leeds Community Healthcare NHS Trust,"For the provision of Community Chronic Pain Services across the city of Leeds.

The service model focuses on shifting care from hospital setting into the community not just for the management of acute pathways, but also in order to ensure that:-

- high quality and personalized health services are brought closer to patients

- patients receive assessment and management at an earlier stage, so that symptoms and functional impairment are identified and effectively managed before they worsen unnecessarily.

- patients requiring more specialist interventions are identified at an earlier stage and referred into hospital providers as appropriate

The service will ensure:

- Shorter waiting times for patients to receive effective pain management planning and implementation

- Increased patient involvement in pain management planning and implementation

- Improved patient reported outcomes encompassing:- o Reducing impact of pain o Increased confidence o Reduced impairment

The principle aims of the service are to:

- Place patients in an active personal pain management plan at an earlier stage from commencement of chronic pain symptoms, in order to deliver the locally defined outcomes as set out in Schedule 2, Section 2.2 within the Contract Particulars.

- To work in an integrated way with local secondary care specialist pain management services, as set out in the Leeds Chronic Pain Pathway

- Provide treatments based upon current best evidence and practice which will ensure patients receive the best available advice and care - Provide support, advice and information to GP practices in managing as much care as possible in a primary care setting, subject to capacity and skills, by reducing referrals to secondary care, and only referring patients who require complex interventions or advice into secondary care.

- Offer patients a choice of locations and appointment times, ensuring equitable timely and appropriate access;

- Ensure that patients are seen and treated in a safe environment, most appropriate to their care needs;

- Provide best value for money, delivering effective and sustainable use of resources.

The service will deliver 2600 first outpatient appointments per year, in which to conduct initial assessments.

Of those it is anticipated that a minimum of 80% of patients will agree an individual personal pain management plan.

The Contract intended to be offered to the successful Bidder at the end of this Procurement will be for a duration of 3 years, which is intended to run from 01/10/2019 until 30/09/2022 with the option to extend for up to 2 years, subject to review and agreement between the commissioner and service provider (subject to any restrictions placed nationally by NHS England or the Department of Health).

The anticipated, maximum total contract value in year 1 will be £650,000, of which: - 5% (£32,500) will be subject to achievement of the outcomes - 1.25% (£8,125) will be subject to achievement of CQUIN requirement"
