DATE,SOURCE,BUYER,SECTOR,TITLE,VALUE,NUM_SUPPLIERS,SUPPLIER,DESCRIPTION
28 Sep 2020,Contracts Finder,Department for Transport,PROFESSIONAL,CROSS RAIL JOINT SPONSOR PROJECT REP,£6M,1,Jacobs,CROSSRAIL JOINT SPONSOR PROJECT REP
28 Sep 2020,Contracts Finder,Department for Education,PROFESSIONAL,"Information, Advice and Support for CYP and Parents (IAS)",£7M,1,National Childrens Bureau,"This is the award notice for the Information, Advice and Support for CYP and Parents contract to provide improvements to the individual support received by children, young people and parents with special education needs and disabilities and both local and national levels."
28 Sep 2020,OJEU,University College London,INDUSTRIAL,Cold Storage Framework,£1M,1,Fisher Scientific,"UCL would like to invite suppliers to submit bids for supply of a cold storage framework tender.

The value for this tender is estimated at GBP 1 million.

For the full technical specification and marking scheme, please see the ITT documentation.

Suppliers are also required to submit a copy of the tender documents electronically.

UCL is not a contracting authority or a body governed by public law as defined by the Public Contracts Regulations 2015.

This procurement process is not regulated by EU or UK public procurement law.

Where UCL advertises contracts in the Official Journal of the European Union, it does so on a voluntary basis and does not undertake any obligation to comply with the procurement legislation.

UCL reserves its rights in full to adapt or step outside the procedures in the procurement legislation as UCL considers necessary.

For this project UCL will be running this tender as a voluntary OJEU."
28 Sep 2020,Contracts Finder,UK Research & Innovation,INDUSTRIAL,UK SBS PR20009 EPAC Laser Diode Pump System for 150 J Amplifier,£1M,1,Coherent Europe,"UKRI, The Contracting Authority, wishes to purchase a minimum of one laser diode pump system (comprising two laser diode sources) that will be used to pump an ytterbium:YAG laser amplifier providing pulses with an energy of up to 150 J, as part of the EPAC Project.

The minimum scope of the contract is for the supply of one laser diode pump system, with the ability to purchase up to an additional two laser diode pump systems at a later date."
28 Sep 2020,OJEU,Royal Borough of Greenwich,INDUSTRIAL,"SPS 2158 — CCTV System Upgrade, Operation and Maintenance",£3M,1,Eurovia Infrastructure,"The Royal Borough of Greenwich (RBG) wishes to invite potential suppliers to tender to provide a CCTV system upgrade and system operation and maintenance. The contractor is required to obtain and pass on manufacturer’s warranties on materials/equipment replaced.

The contract will be in two phases, phase 1 of the contract involves the CCTV system upgrade, installation and setting to work. The second phase of the contract is the operation and maintenance of the CCTV Systems."
28 Sep 2020,OJEU,Defence Equipment & Support,INDUSTRIAL,JSENS/00154 — In-Service Support For The Ground Based Air Defence Battlefield Information System Application (GBAD BISA),£3M,1,BAE Systems Operations,"The Joint Sensors and Engagement Networks (JSENs) Team, part of the UK Ministry of Defence (the Authority), intends to place a new Contract with BAE (Operations) Ltd (the Contractor) for the continued in-service support and provision of software licences and equipment for the Ground Based Air Defence Battlefield Information System Application.

This support will include modification to the software to ensure it remains compatible with the Bowman system on which it is hosted, as that system undergoes capability uplift software updates.

The contract shall be for a period of 3 years, with an option to extend for a further 6 months and will have an additional tasking mechanism."
28 Sep 2020,Contracts Finder,Optivo,INDUSTRIAL,London (South) Gas Servicing and Boiler Installation,£8M,1,Swale Heating,London (South) Gas Servicing and Boiler Installation
28 Sep 2020,Contracts Finder,Optivo,INDUSTRIAL,London (North) Gas Servicing and Boiler Installation,£8M,1,K & T Heating Services,London (North) Gas Servicing and Boiler Installation
28 Sep 2020,OJEU,Optivo,INDUSTRIAL,Fire Safety Systems Servicing and Maintenance,£10M,1,Fire Systems,"Regular servicing, new installations and reactive maintenance of fire safety systems to properties owned and managed by Optivo in London, Kent, Sussex and the Midlands."
28 Sep 2020,OJEU,NHS Wales Shared Services Partnership,HEALTH,Speciality Needles and Syringes,£1M,6,Unnamed,"The framework seeks to establish an All Wales compliant Agreement for the use of speciality needles and syringes.

The agreement will incorporate Amniocentesis needles, acupunture needles, blunt fill needles, filter straws, insulin pen needles, insulin syringes and pre-filled syringes.

The tender will also see the incorporation of additional items that have not been part of the previous agreement. The agreement will be for 4 years with no option to extend."
28 Sep 2020,OJEU,NHS Wales Shared Services Partnership,HEALTH,Speciality Needles and Syringes,£1M,6,Owen Mumford,"The framework seeks to establish an All Wales compliant Agreement for the use of speciality needles and syringes.

The agreement will incorporate Amniocentesis needles, acupunture needles, blunt fill needles, filter straws, insulin pen needles, insulin syringes and pre-filled syringes.

The tender will also see the incorporation of additional items that have not been part of the previous agreement. The agreement will be for 4 years with no option to extend."
28 Sep 2020,OJEU,NHS Wales Shared Services Partnership,HEALTH,Speciality Needles and Syringes,£1M,6,Scarboroughs,"The framework seeks to establish an All Wales compliant Agreement for the use of speciality needles and syringes.

The agreement will incorporate Amniocentesis needles, acupunture needles, blunt fill needles, filter straws, insulin pen needles, insulin syringes and pre-filled syringes.

The tender will also see the incorporation of additional items that have not been part of the previous agreement. The agreement will be for 4 years with no option to extend."
28 Sep 2020,OJEU,NHS Wales Shared Services Partnership,HEALTH,Speciality Needles and Syringes,£1M,6,Becton Dickinson,"The framework seeks to establish an All Wales compliant Agreement for the use of speciality needles and syringes.

The agreement will incorporate Amniocentesis needles, acupunture needles, blunt fill needles, filter straws, insulin pen needles, insulin syringes and pre-filled syringes.

The tender will also see the incorporation of additional items that have not been part of the previous agreement. The agreement will be for 4 years with no option to extend."
28 Sep 2020,OJEU,NHS Wales Shared Services Partnership,HEALTH,Speciality Needles and Syringes,£1M,6,Vygon,"The framework seeks to establish an All Wales compliant Agreement for the use of speciality needles and syringes.

The agreement will incorporate Amniocentesis needles, acupunture needles, blunt fill needles, filter straws, insulin pen needles, insulin syringes and pre-filled syringes.

The tender will also see the incorporation of additional items that have not been part of the previous agreement. The agreement will be for 4 years with no option to extend."
28 Sep 2020,OJEU,NHS Wales Shared Services Partnership,HEALTH,Speciality Needles and Syringes,£1M,6,Fannin,"The framework seeks to establish an All Wales compliant Agreement for the use of speciality needles and syringes.

The agreement will incorporate Amniocentesis needles, acupunture needles, blunt fill needles, filter straws, insulin pen needles, insulin syringes and pre-filled syringes.

The tender will also see the incorporation of additional items that have not been part of the previous agreement. The agreement will be for 4 years with no option to extend."
28 Sep 2020,OJEU,NHS England,HEALTH,Voluntary Services Support to Covid-19,£2M,1,Age,Various services from the voluntary sector to support with yielding the most improvement in performance and patient safety during the pressurised environment of Covid-19 in hospitals.
28 Sep 2020,OJEU,NHS England,HEALTH,Voluntary Services Support to Covid-19,£2M,1,British Red Cross,Various services from the voluntary sector to support with yielding the most improvement in performance and patient safety during the pressurised environment of Covid-19 in hospitals.
28 Sep 2020,OJEU,Halton Borough Council,HEALTH,Provision of Halton Domestic Abuse Service,£2M,1,Whag,"Halton Borough Council is proud to offer a real opportunity for an experienced and suitably qualified provider to deliver an integrated, holistic, whole family approach to domestic abuse services for adults, children, young people and families.

Halton Borough Council is committed to providing high-quality services for our diverse community. We invite only professional, reliable, financially viable providers to help us achieve our vision."
28 Sep 2020,OJEU,NHS Wales Shared Services Partnership Procurement Services,HEALTH,"Pulp, Medical Products",£5M,3,Unnamed,The contract is for the provision of pulp medical products and accessories to NHS Wales.
28 Sep 2020,OJEU,NHS Wales Shared Services Partnership Procurement Services,HEALTH,"Pulp, Medical Products",£5M,3,Vernacare HCS,The contract is for the provision of pulp medical products and accessories to NHS Wales.
28 Sep 2020,OJEU,NHS Wales Shared Services Partnership Procurement Services,HEALTH,"Pulp, Medical Products",£5M,3,Unisurge,The contract is for the provision of pulp medical products and accessories to NHS Wales.
28 Sep 2020,OJEU,Coventry & Warwickshire NHS Trust UHCW University Hospitals,HEALTH,"Advanced Energy, Laparoscopic Devices, Surgical Stapling and Associated Accessories",£15M,1,Applied Medical,"HealthTrust Europe is seeking to establish a framework agreement for the supply of advanced energy, laparoscopic devices, surgical stapling and associated accessories. The scope of this framework agreement includes, but not limited to, devices and consumables to assist in minimally invasive surgeries. Below is a breakdown of the products:

— generators

— diathermy

— smoke evacuation

— vessel sealing

— trocars

— laparoscopic devices

— surgical stapling and ligating clips

— associated products — to include other products associated with the above listed for example, grounding plates, switch (pedal and handheld).

HTE proposes to enter into the framework agreement for a maximum period of 4 years with the Successful Tenderer (Successful Tenderer), being an initial 2 years term with the option to extend by two periods of 12 months each, after the initial term."
29 Sep 2020,OJEU,London Borough of Hillingdon,ENVIRONMENT,Tree Maintenance Services for the London Borough of Hillingdon,£1M,1,Red Squirrel Tree Surgery,Framework for tree maintenance services for the London Borough of Hillingdon.
29 Sep 2020,OJEU,Caerphilly County Borough Council,ENVIRONMENT,"Dynamic Purchasing System for Grounds Maintenance, Playground and Landscaping Contractors",£1M,3,Complete Weed Control South & Central Wales,Award of contracts under the DPS from 14 September 2018 to 31 August 2020.
29 Sep 2020,OJEU,Caerphilly County Borough Council,ENVIRONMENT,"Dynamic Purchasing System for Grounds Maintenance, Playground and Landscaping Contractors",£1M,3,Sutcliffe Play South West,Award of contracts under the DPS from 14 September 2018 to 31 August 2020.
29 Sep 2020,OJEU,Caerphilly County Borough Council,ENVIRONMENT,"Dynamic Purchasing System for Grounds Maintenance, Playground and Landscaping Contractors",£1M,3,Bendcrete Leisure,Award of contracts under the DPS from 14 September 2018 to 31 August 2020.
29 Sep 2020,Contracts Finder,Thanet District Council,ENVIRONMENT,Purchase of 11 x 26T Refuse Vehicles,£2M,1,Dennis Eagle,Purchase of 11 x 26T Refuse Vehicles
29 Sep 2020,OJEU,Pelican Procurement Services,MISCELLANEOUS,Tender for the Supply and Distribution of Food and Drink products to Greenshaw and Folio Trusts,£1M,7,Bidfood,"Grocery, fresh meat, fresh produce, sandwiches, confectionery and soft drinks."
29 Sep 2020,OJEU,Pelican Procurement Services,MISCELLANEOUS,Tender for the Supply and Distribution of Food and Drink products to Greenshaw and Folio Trusts,£1M,7,Arthur David Food with Service,"Grocery, fresh meat, fresh produce, sandwiches, confectionery and soft drinks."
29 Sep 2020,OJEU,Pelican Procurement Services,MISCELLANEOUS,Tender for the Supply and Distribution of Food and Drink products to Greenshaw and Folio Trusts,£1M,7,John Sheppard Butchers,"Grocery, fresh meat, fresh produce, sandwiches, confectionery and soft drinks."
29 Sep 2020,OJEU,Pelican Procurement Services,MISCELLANEOUS,Tender for the Supply and Distribution of Food and Drink products to Greenshaw and Folio Trusts,£1M,7,Sheringhams Fine Foods,"Grocery, fresh meat, fresh produce, sandwiches, confectionery and soft drinks."
29 Sep 2020,OJEU,Pelican Procurement Services,MISCELLANEOUS,Tender for the Supply and Distribution of Food and Drink products to Greenshaw and Folio Trusts,£1M,7,Reeves Butchers,"Grocery, fresh meat, fresh produce, sandwiches, confectionery and soft drinks."
29 Sep 2020,OJEU,Pelican Procurement Services,MISCELLANEOUS,Tender for the Supply and Distribution of Food and Drink products to Greenshaw and Folio Trusts,£1M,7,Fat Boys,"Grocery, fresh meat, fresh produce, sandwiches, confectionery and soft drinks."
29 Sep 2020,OJEU,Pelican Procurement Services,MISCELLANEOUS,Tender for the Supply and Distribution of Food and Drink products to Greenshaw and Folio Trusts,£1M,7,Chapple & Jenkins,"Grocery, fresh meat, fresh produce, sandwiches, confectionery and soft drinks."
29 Sep 2020,OJEU,Winchester City Council,MISCELLANEOUS,Winchester City Council — Leisure Centre Services Management,£1M,1,Sports & Leisure Management,"As a result of the Covid-19 crisis two leisure centres operated by Places for People Leisure Management Ltd on behalf of the Council (River Park Leisure Centre and Meadowside Leisure Centre) have been closed. In May 2020 the Council was informed by Places Leisure that it could not viably maintain the facilities and was seeking to exit from the arrangement. This announcement triggered an urgent and immediate need to seek an alternative provider to manage the transition of the facilities.

The Council has appointed Sports and Leisure Management Ltd (Everyone Active) as operator of River Park Centre and Meadowside Leisure Centre under Regulation 32 (2) (c) of the Public Contract Regulations 2015. Given the current public health crisis, it was imperative that an urgent award was placed to ensure a smooth transition to the new provider and allow them time to implement the appropriate safety measures (in line with Government guidance)."
29 Sep 2020,Contracts Finder,Leeds City Council,CONSTRUCTION,Sub Contractor Contracts for Multi-Trade Works (Housing),£1M,3,Cambridge Construction Northern,Sub Contractor Contracts for Multi-Trade Works (Housing).
29 Sep 2020,Contracts Finder,Leeds City Council,CONSTRUCTION,Sub Contractor Contracts for Multi-Trade Works (Housing),£1M,3,John Rodriguez Plastering,Sub Contractor Contracts for Multi-Trade Works (Housing).
29 Sep 2020,Contracts Finder,Leeds City Council,CONSTRUCTION,Sub Contractor Contracts for Multi-Trade Works (Housing),£1M,3,Excell,Sub Contractor Contracts for Multi-Trade Works (Housing).
29 Sep 2020,OJEU,Strathclyde Partnership for Transport,CONSTRUCTION,"Bus Stop and Bus Shelter Installation, Repair and Maintenance",£4M,1,Externiture,"Bus stop and bus shelter installation, repair and maintenance."
29 Sep 2020,Contracts Finder,Blackpool Council,TRANSPORT,GB-Blackpool: TPPL Blackpool Council BNES Bus Lot 4 - Up to 15 x Low Floor Buses (4739),£1M,1,Woodhall Nicholson,TPPL Blackpool Council BNES Bus Lot 4 - Up to 15 x Low Floor Buses (4739)
29 Sep 2020,OJEU,East Riding of Yorkshire,TRANSPORT,2214-20 — Framework for Vehicle Bodies,£3M,1,Aebi Scmidt,"This framework agreement is for the purchase of vehicle bodies, over a period of 4 years."
29 Sep 2020,Contracts Finder,NHS Improvements,FACILITY,ICT working from home- Supporting our colleagues through COVID-19 and beyond,£2M,1,Southerns Broadstock,"Provide the basic equipment required by all staff to work efficiently and safely in their home environment.

This includes a chair, monitor, keyboard and mouse.

It is not proposed to routinely provide desks, printers or any other equipment.

All staff are able to make a claim against the tax system for some additional expenses"
29 Sep 2020,OJEU,ESPO,FACILITY,"695_20 Design and Furnishing Solutions for Libraries, Learning Resource Centres and Other Public Spaces",£6M,1,Brookhouse,"Design and refurbishment solutions for libraries, learning resource centres and other public spaces."
29 Sep 2020,OJEU,NHS England,TECHNOLOGY,Digital Staff Passport solution for NHS Providers to Rapidly Deploy Staff in Response to Covid-19,£2M,1,Blackpool Teaching Hospitals NHS Trust,"Development of the Covid-19 digital staff passport website, onboarding process for users, relevant system integrations, deployment of the covid-19 solution for up to 225 trusts, support of the Covid-19 solution and cloud hosting of the Covid-19 solution."
29 Sep 2020,Contracts Finder,Leeds City Council,TECHNOLOGY,Microsoft Enterprise Agreement Renewal (call off under LCCITS150046 Software Framework DN450075),£365K-£4M,1,Bytes Software Services,Direct award to Bytes Software Services Ltd for renewal of the Microsoft Enterprise Agreement for 2 years via call off under ITS190020 Software Framework DN450075.
29 Sep 2020,OJEU,Crown Commercial Service,TECHNOLOGY,Radio Network Infrastructure Replacement Reference,£100M,1,Telent Technology Services,"HM Coastguard were required to monitor VHF and MF Radio transmissions from vessels at sea and provide assistance in case of emergency to prevent loss of life within the UK’s jurisdiction. In order to do this, the current network consists of 155 remote radio sites (RRS), situated around 11 000 miles of UK coastline. This network facilitates all communication transmissions to and from vessels at sea and to the HM Coastguard Watch Officers based at our 10 coastguard operation centres around the UK and the National Maritime Operations centre in Fareham via two data centres.

The existing network that links these remote radio sites to the HMCG operations centres needed to be replaced; the reason is that the analogue Kilostream product that underpins the existing network has been withdrawn from the market in March 2020 by BT in line with a wider OFCOM deregulation of low bandwidth analogue point-to-point product types across the telecommunications industry."
29 Sep 2020,Contracts Finder,Reading University,BUSINESS,"Legal Services Framework - Lot 3 - Governance, Trust, Public and Charity - AWARD",£500K-£1M,2,Clarkslegal,"The University of Reading is seeking to appoint law firms to establish a framework across four lots to provide external legal expertise to complement its in-house department. This will include flexible resource that may be utilised to address gaps in expertise, lack of capacity, short terms demand peaks and projects and periods of absence. The University's Legal Services Department supports the University and its subsidiaries with a large and diverse range of projects, collaborations an contractual activity in the UK and beyond.

The framework will be divided into the following Lots.

Lot 1- Commercial, Corporate and Employment Legal Services

Lot 1 also contains an optional Sub-Lot (1A) for Intellectual Property, Searching, Registration and Portfolio Management Services. The University is seeking to appoint one firm to Sub-Lot 1A from the panel members appointed to Lot 1, who can provide all of the services listed in the Specification.

Lot 2 - Student and Higher Education Legal Services

Lot 3 - Governance, Trust, Public and Charity Legal Services

Lot 4 - Property and Estate Legal Services

This procurement relates to Legal Services which are listed in Schedule 3 of the Public Contracts Regulations 2015 as a specific service, known as the Light Touch Regime. It will be conducted in accordance with regulations 74 to 76 PCR 2015."
29 Sep 2020,Contracts Finder,Reading University,BUSINESS,"Legal Services Framework - Lot 3 - Governance, Trust, Public and Charity - AWARD",£500K-£1M,2,Veale Wasbrough Vizards,"The University of Reading is seeking to appoint law firms to establish a framework across four lots to provide external legal expertise to complement its in-house department. This will include flexible resource that may be utilised to address gaps in expertise, lack of capacity, short terms demand peaks and projects and periods of absence. The University's Legal Services Department supports the University and its subsidiaries with a large and diverse range of projects, collaborations an contractual activity in the UK and beyond.

The framework will be divided into the following Lots.

Lot 1- Commercial, Corporate and Employment Legal Services

Lot 1 also contains an optional Sub-Lot (1A) for Intellectual Property, Searching, Registration and Portfolio Management Services. The University is seeking to appoint one firm to Sub-Lot 1A from the panel members appointed to Lot 1, who can provide all of the services listed in the Specification.

Lot 2 - Student and Higher Education Legal Services

Lot 3 - Governance, Trust, Public and Charity Legal Services

Lot 4 - Property and Estate Legal Services

This procurement relates to Legal Services which are listed in Schedule 3 of the Public Contracts Regulations 2015 as a specific service, known as the Light Touch Regime. It will be conducted in accordance with regulations 74 to 76 PCR 2015."
29 Sep 2020,Contracts Finder,Reading University,BUSINESS,Legal Services Framework - Lot 2 - Student & Higher Education - AWARD,£500K-£1M,2,Eversheds,"The University of Reading is seeking to appoint law firms to establish a framework across four lots to provide external legal expertise to complement its in-house department. This will include flexible resource that may be utilised to address gaps in expertise, lack of capacity, short terms demand peaks and projects and periods of absence. The University's Legal Services Department supports the University and its subsidiaries with a large and diverse range of projects, collaborations an contractual activity in the UK and beyond.

The framework will be divided into the following Lots.

Lot 1- Commercial, Corporate and Employment Legal Services

Lot 1 also contains an optional Sub-Lot (1A) for Intellectual Property, Searching, Registration and Portfolio Management Services. The University is seeking to appoint one firm to Sub-Lot 1A from the panel members appointed to Lot 1, who can provide all of the services listed in the Specification.

Lot 2 - Student and Higher Education Legal Services

Lot 3 - Governance, Trust, Public and Charity Legal Services

Lot 4 - Property and Estate Legal Services

This procurement relates to Legal Services which are listed in Schedule 3 of the Public Contracts Regulations 2015 as a specific service, known as the Light Touch Regime. It will be conducted in accordance with regulations 74 to 76 PCR 2015."
